day,all_feats_rolling_avg,all_feats,buildings_rolling_avg,buildings,highways_rolling_avg,highways,amenities_rolling_avg,amenities,users_rolling_avg,users,chapters_rolling_avg,chapters
2020-02-12,9373.125,3781,4821.0,2821,513.75,306,25.375,13,30.875,37,19.375,22
2020-02-13,6328.0,7153,4903.625,6373,423.75,375,22.625,11,31.25,34,19.75,22
2020-02-14,5631.0,1526,4323.75,479,360.875,252,22.0,14,30.375,21,19.5,16
2020-02-15,6050.75,7691,4703.375,6277,291.5,181,21.125,17,30.625,34,19.0,17
2020-02-16,7378.25,17733,5984.0,16382,287.0,181,43.375,211,29.5,25,18.25,16
2020-02-17,7147.25,5816,5711.0,4011,278.125,158,42.5,22,29.125,27,18.125,17
2020-02-18,6890.5,5684,5515.75,4185,241.125,257,47.5,74,29.625,29,18.75,20
2020-02-19,7261.375,8707,6069.0,8024,226.125,99,47.5,18,30.125,34,18.875,21
2020-02-20,7732.0,7546,6330.75,4915,257.25,555,47.125,10,30.75,42,18.625,20
2020-02-21,7516.625,5430,5953.875,3358,250.375,320,47.375,13,31.125,37,18.875,24
2020-02-22,8913.125,12698,7383.875,11919,243.25,195,49.5,31,34.625,49,19.0,17
2020-02-23,8827.875,7009,7324.875,5805,243.375,182,49.625,18,34.5,33,18.75,15
2020-02-24,8389.125,14223,6851.125,12592,275.375,437,25.75,20,36.625,42,19.25,20
2020-02-25,8022.125,2880,6589.875,1921,286.375,246,25.375,19,37.75,36,19.375,18
2020-02-26,8696.875,11082,7330.625,10111,281.375,217,19.625,28,38.875,38,19.75,23
2020-02-27,8110.75,4018,6709.5,3055,292.25,186,19.875,20,38.875,34,19.25,17
2020-02-28,7645.0,3820,6432.75,2701,316.75,751,24.875,50,38.125,36,19.125,19
2020-02-29,7530.75,4516,6316.75,2430,310.5,270,29.875,53,37.5,32,18.5,19
2020-03-01,6156.25,1702,5008.25,1451,295.875,78,33.5,60,33.75,19,17.75,11
2020-03-02,5690.375,3282,4552.0,2155,292.375,154,34.625,27,32.875,26,18.125,18
2020-03-03,4743.375,6647,3643.5,5324,258.875,169,33.75,13,30.875,26,17.625,16
2020-03-04,5672.25,10311,4470.25,8535,294.625,532,34.0,21,30.5,33,18.25,23
2020-03-05,4786.25,3994,3580.875,2996,287.5,160,33.125,21,29.125,27,17.875,20
2020-03-06,4613.625,2637,3492.625,2349,278.75,116,35.375,38,29.75,39,18.125,19
2020-03-07,5076.875,7526,3837.75,5462,228.125,346,43.125,112,31.75,52,18.75,24
2020-03-08,4819.75,2459,3800.375,2131,202.125,62,39.875,27,31.5,30,18.25,15
2020-03-09,5204.375,4779,4159.375,4323,213.625,170,34.125,14,33.875,38,19.0,17
2020-03-10,5677.75,7069,4632.75,5942,260.625,530,37.75,56,35.0,35,19.0,18
2020-03-11,5684.375,6700,4730.5,6106,260.625,169,42.75,53,36.375,37,19.5,20
2020-03-12,5078.25,5462,4261.5,4783,207.25,105,43.125,24,35.625,27,19.0,19
2020-03-13,4910.5,2652,4160.875,2191,193.25,48,52.25,94,35.0,22,18.375,15
2020-03-14,4770.125,1514,4008.375,1129,185.25,52,51.25,30,32.75,21,18.0,16
2020-03-15,4129.5,2401,3591.5,2127,148.0,48,38.0,6,28.75,20,17.0,16
2020-03-16,4397.75,4605,3798.75,3789,169.125,231,44.25,77,28.75,30,17.625,20
2020-03-17,4443.25,5143,3779.5,4169,200.5,421,47.625,41,27.875,31,18.125,21
2020-03-18,4247.875,5506,3597.5,4486,231.25,776,48.375,62,27.375,31,18.375,20
2020-03-19,4237.375,6616,3481.375,5177,270.0,479,43.875,17,26.375,29,18.625,22
2020-03-20,4333.625,6232,3507.0,4988,284.0,217,47.0,49,28.875,47,20.375,33
2020-03-21,4831.75,6637,3862.25,5033,310.75,262,43.5,66,31.25,41,22.125,29
2020-03-22,5374.25,5854,4266.875,4366,323.125,151,45.5,46,32.75,33,22.75,21
2020-03-23,6089.0,8119,4572.0,4568,372.375,442,48.625,31,34.75,36,23.5,22
2020-03-24,6046.375,4264,4370.0,2173,365.0,172,45.25,50,34.75,30,24.125,25
2020-03-25,6221.5,6544,4512.125,5306,360.0,381,46.25,49,36.25,43,24.875,27
2020-03-26,6418.875,7085,4728.125,6214,328.125,521,44.5,48,37.625,42,25.75,27
2020-03-27,6522.375,7444,4924.0,6744,331.5,506,50.625,66,37.5,28,25.5,20
2020-03-28,6436.25,5543,4921.5,4968,356.375,416,46.125,13,35.25,29,23.5,17
2020-03-29,6622.375,8126,5069.125,6214,388.75,521,45.5,61,33.5,27,22.125,18
2020-03-30,8290.25,19197,5276.875,6028,540.125,1362,60.25,164,35.0,45,23.5,32
2020-03-31,8445.875,9364,5733.25,8219,573.5,709,62.125,46,35.375,39,24.0,26
2020-04-01,8834.125,7370,6207.25,5965,614.875,503,59.375,28,36.75,41,24.25,27
2020-04-02,9091.0,8599,6370.75,6614,775.25,1664,56.25,24,36.875,44,24.125,26
2020-04-03,9149.75,7555,6441.375,6779,741.375,250,56.0,46,36.875,42,23.875,25
2020-04-04,8915.25,5568,6061.75,3707,737.375,474,48.75,8,37.5,33,24.25,23
2020-04-05,9026.375,6432,6140.5,5598,714.125,230,50.125,24,37.75,31,24.25,17
2020-04-06,9710.5,13599,6996.0,13058,682.0,264,45.125,21,42.5,65,25.375,27
2020-04-07,8477.375,9332,7335.25,8742,567.625,447,26.75,17,41.625,38,24.25,23
2020-04-08,8361.625,8438,7268.625,7686,554.25,602,27.25,50,41.625,39,23.5,20
2020-04-09,8195.0,6037,7162.5,5116,536.125,358,27.5,30,40.625,33,22.625,20
2020-04-10,7709.625,4716,6724.375,3109,393.375,522,31.125,53,39.125,32,22.375,24
2020-04-11,7513.0,5982,6451.75,4598,408.875,374,27.125,14,38.0,33,22.125,23
2020-04-12,7627.125,6481,6539.5,4409,398.875,394,34.875,70,36.875,24,21.375,17
2020-04-13,8129.375,10450,6961.375,8973,448.25,625,34.125,18,37.5,36,22.0,22
2020-04-14,7158.75,5834,5845.75,4133,471.75,452,35.0,28,33.875,36,21.75,25
2020-04-15,7479.5,11898,6068.875,10527,465.75,399,37.625,38,37.0,63,22.375,28
2020-04-16,7701.375,10213,6182.25,8593,461.125,565,40.125,70,38.375,50,23.25,27
2020-04-17,7983.5,8294,6239.5,5574,554.75,1107,50.875,116,41.0,54,24.375,29
2020-04-18,7837.75,3550,6125.75,2199,524.75,282,49.25,40,41.375,35,24.0,21
2020-04-19,7615.625,4205,5865.75,2518,517.125,313,94.75,378,40.875,29,23.125,16
2020-04-20,8221.625,11329,6519.375,9638,558.375,724,98.25,98,42.625,38,23.625,21
2020-04-21,8635.75,13763,6896.375,11989,577.625,779,104.75,70,43.25,41,23.75,23
2020-04-22,9692.125,14285,7774.5,11158,602.5,651,120.875,157,44.0,42,23.75,25
2020-04-23,9998.625,14350,8106.0,13179,597.25,357,122.5,51,41.875,46,23.5,26
2020-04-24,10188.375,11731,8347.5,10525,578.0,411,118.375,37,40.5,39,22.875,22
2020-04-25,9935.75,6273,8273.875,4985,495.375,446,108.875,40,38.375,37,22.25,24
2020-04-26,10020.875,4231,8412.125,3305,491.375,250,131.625,222,38.375,35,22.25,21
2020-04-27,11480.25,15880,9905.0,14461,501.25,392,88.625,34,39.625,39,23.25,24
2020-04-28,12247.0,17463,10651.375,15609,539.25,1028,82.375,48,41.0,49,24.25,29
2020-04-29,12906.375,19038,11289.375,17093,482.875,328,91.875,146,41.0,41,24.875,28
2020-04-30,12903.25,14260,11599.5,13639,442.625,329,78.5,50,41.125,43,25.125,27
2020-05-01,11633.375,4191,10416.625,3716,438.75,326,75.875,30,39.0,29,24.375,20
2020-05-02,10871.375,5635,9722.5,4972,443.125,446,78.0,54,38.125,32,24.375,22
2020-05-03,10801.0,5710,9635.625,4290,476.625,714,78.625,45,37.5,32,24.125,22
2020-05-04,11903.375,13050,10722.625,12001,509.25,511,56.75,47,38.0,39,24.5,24
2020-05-05,11215.25,10375,10109.0,9552,503.375,345,56.75,34,37.375,34,24.125,21
2020-05-06,10247.375,9720,9201.125,8346,424.25,395,57.0,50,34.75,28,22.875,19
2020-05-07,8777.375,7278,7919.625,6841,405.25,176,40.75,16,34.25,37,22.75,27
2020-05-08,7625.75,5047,6707.0,3938,418.75,437,43.5,72,33.25,35,22.5,25
2020-05-09,7724.0,4977,6664.125,3373,439.875,495,45.375,45,33.75,33,22.625,21
2020-05-10,7650.625,5048,6514.625,3776,426.625,340,42.75,33,33.875,33,22.625,22
2020-05-11,8069.625,9062,6974.5,7969,380.25,343,42.125,40,34.375,36,22.75,23
2020-05-12,7630.0,9533,6520.75,8371,347.25,247,39.75,28,34.0,36,22.875,25
2020-05-13,7598.25,10121,6484.125,9259,335.75,253,41.75,50,33.375,29,22.5,18
2020-05-14,7137.5,6034,6025.0,4673,329.625,346,38.0,20,33.75,31,22.875,22
2020-05-15,7256.75,8232,6031.375,6892,362.25,437,40.5,36,33.625,36,22.625,25
2020-05-16,7084.375,3668,5892.375,2826,330.375,182,34.5,24,32.5,26,21.875,19
2020-05-17,7164.0,5614,5983.5,4102,308.625,321,33.875,40,31.625,26,21.375,17
2020-05-18,7588.125,8441,6471.0,7676,303.375,298,32.0,18,31.75,34,21.0,19
2020-05-19,7602.75,9179,6400.0,7401,356.125,765,35.375,67,31.625,35,20.75,21
2020-05-20,7204.875,6350,5904.5,4407,370.625,363,38.75,55,31.25,33,20.25,21
2020-05-21,6467.125,4219,5177.375,3442,383.75,358,33.5,8,30.75,25,20.125,17
2020-05-22,6510.125,6378,5133.75,4324,390.25,398,38.5,60,30.875,32,20.25,23
2020-05-23,5968.875,3902,4581.0,2470,391.0,443,36.875,23,30.25,31,19.5,19
2020-05-24,6043.25,4263,4515.75,2304,404.375,289,37.5,29,29.25,18,18.875,14
2020-05-25,5791.5,3600,4229.375,1811,424.625,483,35.625,25,29.625,29,19.125,19
2020-05-26,5622.0,7085,3979.5,5677,451.375,512,45.125,94,29.375,32,19.375,21
2020-05-27,5699.0,9795,4016.125,7694,400.0,354,39.875,25,28.875,31,19.375,21
2020-05-28,5376.125,3767,3811.0,2766,389.25,277,37.0,32,28.125,27,18.75,16
2020-05-29,5499.125,5203,3915.75,4280,395.25,406,41.5,44,28.375,27,19.0,19
2020-05-30,5626.375,7396,4103.5,5826,420.625,601,38.0,32,27.75,27,18.125,16
2020-05-31,5491.875,2826,4025.5,1846,412.0,374,39.125,32,27.25,27,18.25,20
2020-06-01,5557.125,4785,4271.25,4270,400.875,200,38.0,20,28.375,27,18.875,19
2020-06-02,5815.625,5668,4594.375,4396,379.25,310,41.0,49,29.0,34,19.25,22
2020-06-03,6228.125,10385,5063.375,9429,342.375,217,33.875,37,28.625,29,19.0,19
2020-06-04,5957.5,7630,4901.0,6395,352.625,436,38.875,65,28.75,32,18.75,19
2020-06-05,6505.0,8147,5410.5,6842,376.375,467,37.5,21,30.625,42,19.5,22
2020-06-06,6176.25,2573,5079.125,1629,353.375,222,34.875,23,29.75,20,18.875,14
2020-06-07,5939.125,5499,4822.375,3772,330.125,415,33.75,23,29.0,21,18.625,14
2020-06-08,6540.5,7637,5130.0,4307,336.125,422,159.75,1040,29.125,28,18.0,15
2020-06-09,6837.625,7162,5366.75,6164,362.0,407,161.125,31,30.0,34,18.5,23
2020-06-10,6581.875,3622,5175.125,2863,369.25,368,158.375,27,29.625,31,18.375,21
2020-06-11,6187.5,7230,4789.0,6340,400.875,470,161.625,63,29.875,31,18.125,17
2020-06-12,5470.125,1891,4162.875,1386,369.0,181,157.0,28,28.5,21,17.875,17
2020-06-13,4774.25,2580,3549.125,1932,340.375,238,155.625,10,26.0,22,17.0,15
2020-06-14,5244.875,6338,3994.625,5193,357.5,359,158.625,47,27.5,32,17.625,19
2020-06-15,5778.0,9764,4646.0,8983,377.5,575,159.0,26,29.625,38,18.5,21
2020-06-16,6161.25,10703,5318.0,9683,413.25,708,31.125,17,31.125,40,19.875,26
2020-06-17,6866.875,12807,5947.5,11200,448.625,690,29.375,17,33.125,50,19.875,23
2020-06-18,7706.75,10341,6724.5,9079,438.0,283,40.375,115,34.875,45,20.5,26
2020-06-19,8291.75,11910,7279.125,10777,455.125,607,39.25,54,35.5,36,21.125,22
2020-06-20,8997.375,7536,7732.25,5011,700.875,2147,40.625,39,36.625,30,21.75,22
2020-06-21,9087.0,3297,7784.875,2353,721.625,404,43.625,34,37.125,26,22.25,19
2020-06-22,9356.0,8490,8076.625,7527,739.875,505,40.5,22,38.25,41,22.75,23
2020-06-23,9616.75,11850,8295.375,10733,734.5,532,39.875,21,38.125,37,23.0,23
2020-06-24,10092.0,14505,8718.5,13068,738.5,740,42.25,36,38.75,45,22.625,23
2020-06-25,10071.375,12642,8740.25,11374,709.375,457,44.5,35,38.125,45,22.875,25
2020-06-26,9943.375,9317,8604.375,7992,747.875,591,36.875,54,38.375,47,22.75,25
2020-06-27,8787.125,2660,7478.625,1771,709.5,300,32.75,21,37.0,25,22.0,16
2020-06-28,8403.25,4465,7226.375,2993,512.25,569,32.375,36,36.25,24,21.625,19
2020-06-29,9244.875,10030,8077.125,9159,542.0,642,37.125,72,36.875,31,21.75,20
2020-06-30,9842.5,13271,8619.5,11866,574.375,764,39.875,44,37.125,43,21.75,23
2020-07-01,9607.625,9971,8362.125,8674,596.875,712,39.625,19,38.0,44,21.75,23
2020-07-02,9706.75,15298,7742.0,8107,578.625,594,41.0,47,38.25,47,21.875,24
2020-07-03,9399.75,10186,7419.25,8792,622.5,808,43.0,51,37.75,41,21.25,20
2020-07-04,8474.5,1915,6615.125,1559,566.75,145,37.625,11,34.625,22,20.375,18
2020-07-05,8441.25,2394,6597.125,1627,558.0,230,41.5,52,34.375,23,20.375,16
2020-07-06,9409.375,12210,7505.125,10257,597.875,888,43.5,52,37.125,46,21.125,25
2020-07-07,9898.75,13945,7899.25,12312,622.75,841,36.625,17,40.125,55,22.125,28
2020-07-08,9554.5,10517,7579.125,9305,632.5,842,41.875,86,41.0,50,22.25,24
2020-07-09,9757.125,11592,7794.75,10399,640.875,779,44.125,37,41.375,47,22.5,25
2020-07-10,8601.0,6049,7402.875,4972,632.75,529,49.125,87,40.25,38,22.5,24
2020-07-11,7692.375,2917,6596.875,2344,551.125,155,46.75,32,37.875,22,22.125,17
2020-07-12,7782.5,2636,6635.25,1866,568.875,287,46.875,12,37.875,22,22.125,18
2020-07-13,8478.625,7963,7352.625,7366,590.625,404,46.5,49,40.125,41,23.0,23
2020-07-14,8010.75,8467,6999.875,7435,551.25,573,46.375,51,40.25,47,23.0,25
2020-07-15,7385.625,8944,6427.25,7731,522.25,609,47.125,23,39.375,48,22.75,26
2020-07-16,6929.125,6865,5974.75,5685,494.375,619,43.25,55,38.875,46,23.0,26
2020-07-17,6756.75,10213,5781.125,8850,491.0,752,47.5,71,38.375,43,22.875,24
2020-07-18,6410.875,3282,5466.875,2458,464.25,315,40.5,31,36.5,23,21.875,16
2020-07-19,6374.75,2628,5356.25,1459,490.375,364,40.0,28,36.625,23,22.0,18
2020-07-20,7239.375,9553,6239.625,8933,505.75,410,41.125,21,38.875,40,23.125,27
2020-07-21,7556.25,10498,6518.75,9599,500.625,363,39.75,38,38.875,41,23.125,23
2020-07-22,7541.0,8345,6519.75,7443,492.875,511,45.375,96,38.75,46,23.625,29
2020-07-23,8118.75,13566,7078.375,12200,531.5,918,46.5,32,39.75,56,24.125,30
2020-07-24,8606.875,10770,7565.5,9582,528.125,592,45.0,43,40.375,51,24.375,28
2020-07-25,7884.0,4430,6910.875,3613,462.0,223,40.25,33,39.25,34,24.125,22
2020-07-26,7924.875,3609,6933.375,2638,460.25,301,41.0,37,39.125,22,24.125,16
2020-07-27,8728.875,9060,7766.875,8127,481.375,533,41.25,30,41.625,43,25.0,25
2020-07-28,8867.875,10665,7780.125,9039,550.875,966,43.625,40,42.0,43,24.75,25
2020-07-29,8778.5,9783,7569.25,7912,594.25,710,49.25,83,43.0,49,25.25,27
2020-07-30,8808.75,8587,7588.0,7593,622.25,735,40.125,23,44.0,54,25.25,29
2020-07-31,7655.875,4343,6495.375,3459,561.25,430,45.5,75,41.25,34,24.5,24
2020-08-01,6627.0,2539,5498.875,1610,552.875,525,49.125,72,38.125,26,23.625,21
2020-08-02,6754.125,5447,5614.5,4538,564.625,317,49.625,37,38.625,38,24.0,25
2020-08-03,7337.0,8272,6189.125,7235,613.625,693,53.75,70,42.75,55,25.375,27
2020-08-04,7643.75,11514,6420.625,9979,649.375,819,53.75,30,45.0,61,26.25,32
2020-08-05,8426.125,16924,7177.5,15094,674.125,1164,52.375,29,47.875,66,27.125,32
2020-08-06,9256.625,16427,8107.875,15355,654.875,556,46.875,39,50.625,71,27.875,33
2020-08-07,9816.25,13064,8616.75,11664,613.75,406,49.875,47,52.25,67,28.375,33
2020-08-08,10785.25,12095,9499.875,10524,617.125,457,55.75,122,54.375,51,28.375,24
2020-08-09,12127.875,13280,10736.0,11499,643.375,735,56.75,80,56.625,44,28.5,22
2020-08-10,13252.875,14447,11722.375,12429,732.875,1033,57.875,46,59.25,59,28.875,28
2020-08-11,13406.625,9502,11873.875,8447,712.75,532,61.125,96,60.875,68,29.625,33
2020-08-12,12911.375,7552,11429.25,6422,705.5,761,65.125,62,61.125,63,30.0,35
2020-08-13,12121.5,10605,10718.75,9410,623.625,509,75.75,114,61.0,65,30.0,32
2020-08-14,11446.375,11026,10063.75,10115,613.625,476,74.125,26,58.375,50,29.375,28
2020-08-15,10976.75,9307,9449.5,6750,648.125,682,77.25,72,54.625,37,27.75,20
2020-08-16,10555.875,8728,9015.125,7049,708.25,938,72.0,80,52.875,37,27.5,22
2020-08-17,10232.75,10695,8734.125,9251,709.75,747,78.625,133,54.125,54,28.125,27
2020-08-18,10136.375,13676,8664.25,11870,689.25,869,86.0,105,54.125,59,28.375,30
2020-08-19,10168.5,9759,8692.75,8675,701.125,627,83.5,76,53.5,63,28.5,34
2020-08-20,10725.25,12006,9190.75,10406,683.75,622,102.125,211,53.75,65,28.25,33
2020-08-21,10350.25,7605,8790.5,6208,689.0,551,100.5,101,52.375,54,28.25,32
2020-08-22,9564.25,4738,7961.25,3481,704.25,598,105.875,69,51.75,45,28.125,27
2020-08-23,9177.0,6209,7626.0,4068,677.875,471,121.375,196,52.0,39,28.5,23
2020-08-24,9296.125,9681,7801.25,8451,667.25,853,121.0,77,54.625,58,29.25,28
2020-08-25,9273.0,10510,7748.875,8832,673.25,795,112.875,68,55.375,60,29.75,31
2020-08-26,9006.375,11543,7598.0,10663,622.5,463,107.625,63,54.625,53,29.0,24
2020-08-27,9355.0,12548,7869.0,10843,664.625,964,105.25,57,53.5,54,28.375,29
2020-08-28,9275.75,11372,7704.75,9092,752.375,1324,128.5,397,52.75,59,27.75,28
2020-08-29,8995.625,5364,7479.875,4409,759.5,608,120.375,36,50.125,33,26.5,22
2020-08-30,8837.125,3470,7381.875,2697,737.75,424,118.0,50,48.0,28,25.125,16
2020-08-31,9442.5,11052,8138.5,10121,750.0,569,95.25,14,49.5,51,25.75,28
2020-09-01,9038.875,6452,7763.75,5453,726.5,665,89.25,29,48.5,50,25.75,28
2020-09-02,8479.5,6035,7274.375,4917,706.125,632,88.625,63,46.0,40,24.625,22
2020-09-03,8454.0,11339,7221.5,10240,739.25,728,92.75,96,45.125,46,24.625,24
2020-09-04,7985.25,8798,6854.5,7907,677.125,467,100.5,119,43.375,40,23.75,22
2020-09-05,7264.375,5605,6300.75,4662,578.75,537,54.625,30,40.625,37,22.75,20
2020-09-06,7058.0,3713,6019.625,2160,621.625,951,68.25,145,40.875,35,22.375,19
2020-09-07,7898.125,10191,6641.25,7670,798.0,1835,88.5,212,43.75,51,23.5,25
2020-09-08,7839.5,10583,6536.375,9282,816.375,716,130.5,350,42.625,42,23.0,24
2020-09-09,7835.25,6418,6555.375,5605,808.75,604,131.25,35,40.625,34,22.125,21
2020-09-10,7867.0,6289,6370.25,3436,1010.0,2242,130.125,54,40.625,40,22.125,22
2020-09-11,7174.125,5796,5728.5,5106,979.5,484,122.25,33,39.25,35,21.625,20
2020-09-12,6271.125,1574,4843.125,824,990.625,556,109.5,17,37.0,22,20.75,15
2020-09-13,6079.125,4069,4562.75,2419,1068.125,1157,110.125,35,36.125,30,20.5,18
2020-09-14,6927.875,10503,5362.5,8558,1156.125,1655,95.375,27,36.5,38,20.5,19
2020-09-15,6766.75,8902,5380.125,7811,1023.375,773,71.5,21,35.75,45,20.75,27
2020-09-16,7269.625,14606,5831.125,12890,1097.375,1308,37.5,78,36.0,44,20.5,22
2020-09-17,8096.0,13029,6523.75,11146,1186.0,1313,46.5,107,38.625,55,21.25,27
2020-09-18,8112.5,6421,6835.0,5926,930.875,201,46.75,56,38.625,40,21.25,22
2020-09-19,7887.0,3992,6389.375,1541,1020.25,1199,53.125,84,37.25,24,20.875,17
2020-09-20,8072.25,3056,6492.125,1646,1020.0,554,61.25,82,38.25,30,21.375,19
2020-09-21,8442.375,7030,6921.0,5850,950.0,597,66.0,73,40.0,44,22.375,26
2020-09-22,7866.5,5896,6388.625,4299,874.75,1053,66.625,32,40.0,38,22.625,21
2020-09-23,7668.625,7319,6195.125,6263,859.75,653,67.875,31,40.0,45,22.5,26
2020-09-24,6415.25,4579,5035.5,3613,791.0,758,59.875,14,39.75,42,22.625,23
2020-09-25,5258.75,3777,3990.25,2784,662.75,287,47.875,11,37.25,35,21.75,20
2020-09-26,5016.0,4479,3658.75,3274,707.875,562,42.25,11,35.75,28,21.125,17
2020-09-27,4702.25,1482,3531.875,526,592.625,277,32.5,6,35.875,25,21.0,16
2020-09-28,4910.0,4718,3855.25,4233,557.625,274,30.125,63,37.125,40,21.5,23
2020-09-29,4540.75,4076,3469.0,2760,528.375,363,27.875,55,36.625,40,21.375,25
2020-09-30,4144.75,2728,3166.875,1882,429.25,260,28.625,38,36.625,38,22.125,27
2020-10-01,3992.5,6101,2967.875,4671,429.625,656,32.625,63,36.375,43,22.25,27
2020-10-02,4000.875,4646,3022.75,4052,377.625,342,40.625,78,36.625,44,22.5,25
2020-10-03,4021.25,3940,3070.25,3164,373.75,256,42.125,23,36.125,31,22.5,20
2020-10-04,3884.5,3385,3020.25,2874,344.875,331,41.875,9,36.125,28,22.75,19
2020-10-05,4582.75,7068,3715.875,6091,364.125,431,61.625,164,38.75,46,23.75,24
2020-10-06,4755.125,6097,3805.625,4951,390.75,487,59.375,45,38.875,41,24.25,27
2020-10-07,5132.0,7091,4247.25,6293,375.5,241,58.875,51,39.25,43,24.5,27
2020-10-08,6328.25,12298,5428.0,11328,389.375,371,57.875,30,41.25,54,25.25,33
2020-10-09,6385.25,6557,5520.125,5408,381.875,596,63.75,110,42.0,49,25.25,27
2020-10-10,6675.625,6969,5725.375,5694,390.875,414,56.0,16,42.0,44,25.5,27
2020-10-11,6838.625,5244,5754.125,3394,448.375,716,55.625,20,41.625,28,25.375,19
2020-10-12,7561.75,9170,6248.625,6830,616.0,1672,59.0,36,43.5,43,26.125,25
2020-10-13,7593.375,7321,6136.125,5191,779.5,1739,42.75,34,42.25,36,25.875,22
2020-10-14,7316.75,3884,5841.0,2590,785.25,533,40.25,25,41.875,38,25.5,24
2020-10-15,7076.0,5165,5500.875,3572,785.75,245,36.25,19,40.625,33,24.75,21
2020-10-16,6588.375,8397,4802.125,5738,781.5,337,37.0,36,39.75,47,23.5,23
2020-10-17,6257.75,3912,4490.75,2917,733.625,213,25.25,16,37.25,29,22.625,20
2020-10-18,5924.5,4303,4020.75,1934,712.875,248,30.0,54,35.125,27,21.25,16
2020-10-19,5840.125,4569,4069.5,3784,680.375,456,36.875,75,36.5,39,21.625,22
2020-10-20,5293.875,4800,3734.125,4147,521.875,404,45.125,102,36.0,39,20.875,19
2020-10-21,5102.75,5792,3736.75,5212,358.625,433,47.5,53,36.875,43,21.25,25
2020-10-22,5354.0,5894,3952.25,4314,388.75,774,45.125,6,36.625,36,20.875,21
2020-10-23,5718.625,8082,4395.0,7114,432.25,593,48.625,47,37.125,37,21.125,23
2020-10-24,5138.625,3757,4051.875,2993,447.75,461,47.5,27,34.625,27,20.125,15
2020-10-25,5116.25,3733,4106.125,3351,448.75,221,46.5,8,34.375,27,19.875,18
2020-10-26,5190.75,4899,4371.125,4054,492.875,601,49.5,78,36.5,44,20.75,23
2020-10-27,5058.875,3514,4237.5,2715,513.375,620,43.5,27,35.375,30,20.5,20
2020-10-28,4778.25,2555,4002.25,2265,492.75,239,33.625,23,34.25,30,20.375,18
2020-10-29,4316.125,2095,3553.75,1624,485.125,372,29.625,21,32.875,32,19.75,20
2020-10-30,3995.5,3329,3346.625,2657,424.5,289,36.25,59,32.625,34,19.75,21
2020-10-31,3809.125,6591,3060.625,4826,367.125,134,32.625,18,32.0,32,19.125,18
2020-11-01,3645.5,2448,2859.0,1380,365.625,449,31.625,19,32.0,27,19.0,14
2020-11-02,3847.0,5345,2980.0,4319,369.75,254,84.5,431,33.125,36,19.25,20
2020-11-03,4208.25,7789,3161.625,5507,519.125,1796,79.5,38,32.75,41,19.125,22
2020-11-04,4296.125,4217,3237.75,3324,469.125,220,82.5,51,33.625,37,19.375,22
2020-11-05,4682.875,5649,3409.25,3637,461.25,176,86.0,51,34.375,36,20.0,23
2020-11-06,5464.625,8349,3942.25,5888,572.625,1263,91.875,68,36.5,49,21.25,30
2020-11-07,5489.625,3529,3976.875,2934,554.375,143,115.625,249,38.0,46,21.25,21
2020-11-08,5362.0,5570,3962.375,4710,571.125,268,116.75,27,38.5,36,21.375,19
2020-11-09,5803.25,5978,4339.75,4399,563.25,386,148.5,273,40.375,42,22.5,23
2020-11-10,6065.75,7445,4557.0,6057,586.75,442,114.5,159,42.75,55,23.75,30
2020-11-11,5821.875,5838,4459.375,4726,412.625,403,121.0,90,44.0,51,24.25,26
2020-11-12,6382.0,8698,4933.25,7115,496.75,893,117.75,25,47.0,61,25.125,29
2020-11-13,7270.25,12755,5807.875,10634,635.875,1289,115.25,31,48.125,45,25.25,24
2020-11-14,7230.875,8034,6024.25,7619,506.625,229,110.5,30,46.0,32,23.625,17
2020-11-15,7265.875,3809,6056.75,3194,539.25,404,83.125,30,44.625,35,23.375,19
2020-11-16,7737.625,9344,6431.375,7707,670.0,1314,82.5,22,45.75,45,24.375,27
2020-11-17,7775.875,6284,6573.375,5535,670.25,388,54.25,47,46.125,45,25.0,28
2020-11-18,8639.125,14351,7486.25,13360,691.125,609,40.0,45,48.125,71,25.625,35
2020-11-19,9096.625,9498,7903.125,8061,703.625,503,43.625,119,50.25,68,26.125,30
2020-11-20,9420.125,11286,8139.125,9003,700.375,867,50.625,81,50.25,61,26.125,29
2020-11-21,9163.25,10700,7927.75,8943,602.25,504,49.5,22,51.25,53,26.5,27
2020-11-22,9191.125,8257,7951.75,7811,612.5,311,47.875,17,52.625,43,27.5,25
2020-11-23,9972.75,10062,8714.875,9299,626.5,516,52.125,64,53.875,45,28.25,25
2020-11-24,9802.125,7979,8700.375,7591,492.625,243,50.625,10,52.875,37,28.125,26
2020-11-25,10395.625,11032,9331.625,10585,466.0,175,48.125,27,53.625,51,28.125,28
2020-11-26,10016.625,11319,9010.25,10789,430.375,324,43.75,10,50.25,44,27.125,27
2020-11-27,10704.875,15004,9821.625,14552,390.625,185,30.25,11,46.25,36,26.375,24
2020-11-28,9953.125,5272,9322.625,5011,295.875,109,21.25,9,41.625,24,24.75,16
2020-11-29,8897.25,2253,8432.25,1820,273.5,325,19.875,11,38.5,28,23.875,20
2020-11-30,9456.375,12730,8896.875,11528,329.0,755,25.625,63,38.25,41,23.5,22
2020-12-01,10374.875,17410,9820.0,16684,320.375,447,20.375,22,38.375,46,23.75,27
2020-12-02,11794.375,19335,11198.75,18621,337.375,379,20.125,8,40.0,50,23.875,27
