chapter_id,week,all_feats,buildings,highways,amenities,other,mappers
1095,2017-11-13,86,67,1,0,18,2
61,2018-08-20,38,35,2,0,1,1
69,2018-08-27,53,53,0,0,0,1
1099,2018-09-24,165,82,82,1,0,1
1093,2018-02-12,0,0,0,0,0,1
50,2018-02-26,7,3,2,2,0,3
5,2020-05-25,21,7,2,11,1,1
1042,2020-06-01,66,49,16,0,1,2
2,2020-06-08,63,60,2,0,1,2
219,2020-06-08,186,186,0,0,0,2
1185,2024-10-21,12,0,0,0,12,1
1081,2024-10-28,166,13,41,2,110,1
128,2024-10-28,17,17,0,0,0,1
92,2024-11-04,195,194,1,0,0,1
1043,2019-09-02,69,0,37,0,32,1
130,2022-09-19,14,14,0,0,0,1
1041,2024-09-16,555,532,10,0,13,3
49,2024-09-23,311,4,0,289,18,1
1241,2023-09-18,84,84,0,0,0,1
1100,2023-09-25,9,0,0,8,1,1
1313,2023-09-25,4,3,0,0,1,2
1059,2023-10-02,3,0,2,0,1,1
87,2023-10-09,1517,1517,0,0,0,1
1099,2023-10-16,527,524,3,0,0,1
86,2018-07-09,795,785,6,1,3,2
1068,2024-10-14,149,147,2,0,0,1
965,2024-10-14,6,4,0,0,2,1
67,2024-10-21,14,13,0,0,1,2
1601,2024-11-04,15,2,6,2,5,1
1096,2023-08-07,41,39,0,0,2,1
1095,2023-08-28,225,198,22,0,5,2
50,2023-08-28,26,3,0,18,5,1
2,2023-08-28,51,23,22,2,4,2
115,2023-09-04,111,108,0,0,3,2
1096,2018-06-11,3,0,0,0,3,1
1073,2018-06-18,979,923,23,0,33,2
1063,2024-07-08,98,98,0,0,0,1
69,2020-12-21,4,4,0,0,0,1
1018,2023-08-07,693,651,2,0,40,2
1075,2023-08-14,150,147,3,0,0,1
1043,2023-08-28,34,24,6,0,4,1
75,2023-08-28,460,456,0,0,4,1
1086,2020-06-15,2,2,0,0,0,1
1063,2023-02-27,140,108,3,4,25,3
123,2023-03-13,63,63,0,0,0,1
1312,2023-03-20,67,67,0,0,0,1
1187,2022-09-12,138,133,0,2,3,1
60,2022-09-12,46,36,0,0,10,1
1086,2019-10-21,3,3,0,0,0,1
60,2019-10-21,167,167,0,0,0,1
1059,2019-11-11,116,116,0,0,0,3
87,2019-11-11,21,21,0,0,0,1
1186,2022-09-05,8,8,0,0,0,1
1070,2024-10-14,406,405,0,0,1,1
45,2024-10-14,60,0,60,0,0,1
944,2024-10-21,160,158,1,0,1,1
1186,2024-10-21,10,10,0,0,0,1
1041,2024-10-28,726,717,4,0,5,3
81,2024-11-04,90,89,1,0,0,1
57,2024-11-04,4,0,4,0,0,1
50,2016-05-16,1679,1676,1,2,0,1
50,2016-05-30,2007,2004,3,0,0,1
1054,2020-06-01,3,3,0,0,0,1
87,2018-02-19,6,6,0,0,0,1
4,2023-05-29,214,176,37,0,1,2
1149,2024-11-18,69,0,13,28,28,1
108,2024-11-25,12,2,4,3,3,1
285,2024-11-25,762,0,564,4,194,1
1220,2024-12-09,18,18,0,0,0,1
224,2024-12-16,58,58,0,0,0,1
1071,2024-12-16,91,33,38,0,20,1
58,2017-05-15,53,0,53,0,0,1
1063,2017-05-22,110,96,1,0,13,2
1087,2017-06-19,274,274,0,0,0,3
87,2024-07-29,250,250,0,0,0,1
1148,2022-05-09,8,1,7,0,0,1
958,2022-05-09,362,358,2,1,1,3
1190,2022-05-23,30,5,24,0,1,2
1065,2024-02-19,15,15,0,0,0,1
224,2024-03-04,9,0,2,0,7,1
1043,2024-10-28,832,828,2,0,2,1
60,2025-10-27,227,213,14,0,0,1
1030,2021-08-09,162,162,0,0,0,1
1071,2021-08-30,1,0,0,0,1,1
1185,2022-09-19,3,3,0,0,0,1
219,2024-09-09,54,50,2,0,2,2
49,2024-09-16,111,36,11,64,0,1
1100,2019-09-02,3,2,0,1,0,1
87,2024-05-20,85,85,0,0,0,2
2,2024-10-14,105,0,85,0,20,1
1135,2024-10-21,29,29,0,0,0,1
151,2024-10-21,2,2,0,0,0,1
1075,2024-10-28,145,144,1,0,0,1
1095,2024-10-28,46,46,0,0,0,1
88,2019-09-16,150,150,0,0,0,1
965,2024-11-11,30,15,10,2,3,1
1220,2024-11-11,30,22,0,4,4,1
108,2024-03-04,2,1,0,0,1,1
121,2021-05-17,428,0,5,0,423,1
57,2017-07-24,4,3,0,0,1,1
1149,2017-07-31,63,0,0,16,47,1
1094,2017-07-31,121,68,53,0,0,1
1147,2025-07-07,59,58,1,0,0,1
1284,2023-02-13,206,202,3,2,-1,1
1149,2018-07-30,46,7,27,0,12,1
66,2025-06-23,184,180,0,0,4,2
1004,2025-06-30,49,49,0,0,0,2
1484,2025-06-30,11,11,0,1,-1,1
57,2018-08-13,34,20,7,3,4,1
964,2025-06-30,304,35,90,6,173,1
1220,2025-11-10,1,1,0,0,0,1
1100,2018-07-23,59,5,0,33,21,1
42,2021-05-17,297,285,8,0,4,2
99,2025-10-20,96,94,1,0,1,1
53,2023-10-16,239,11,202,2,24,4
88,2023-10-23,683,644,0,10,29,2
1099,2023-10-23,25,23,0,0,2,1
1043,2022-07-18,2109,35,181,17,1876,4
1131,2022-07-25,79,64,1,10,4,4
1087,2016-04-18,12,11,1,1,-1,2
1149,2021-04-05,4,0,0,0,4,1
46,2022-07-25,82,82,0,0,0,1
1054,2024-11-11,2,2,0,0,0,2
1022,2024-11-18,26,0,26,0,0,1
120,2024-06-10,3616,3563,40,1,12,1
285,2024-06-10,118,0,113,2,3,1
121,2021-04-05,712,0,22,0,690,3
1288,2024-05-27,44,43,1,0,0,1
96,2024-06-03,95,94,1,0,0,1
53,2024-06-03,49,11,8,14,16,4
124,2020-11-09,563,539,13,4,7,1
72,2020-11-09,218,194,23,1,0,1
1071,2020-11-16,65,28,36,0,1,1
219,2022-11-07,22,17,3,0,2,3
4,2022-11-14,203,188,3,3,9,2
75,2022-11-21,1400,1374,18,0,8,3
1149,2022-11-21,10,1,7,2,0,2
88,2022-11-28,712,633,0,6,73,6
1038,2022-11-28,2,0,0,1,1,1
92,2022-11-28,46,36,10,0,0,1
113,2022-12-05,14,2,5,4,3,1
944,2022-12-05,19,19,0,0,0,1
1038,2020-11-16,8,6,2,0,0,1
4,2020-11-16,100,89,1,4,6,2
100,2020-11-16,42,29,13,0,0,2
99,2020-11-30,23,11,9,0,3,1
1100,2023-05-01,5,0,0,5,0,1
1100,2022-11-07,4,0,0,2,2,1
99,2022-11-07,39,32,6,0,1,1
48,2022-11-14,147,129,1,1,16,1
46,2022-11-14,12,0,12,0,0,1
67,2022-11-14,117,105,3,0,9,2
43,2022-11-21,20,0,20,0,0,1
42,2022-11-21,171,170,1,0,0,2
124,2022-11-28,5,1,2,1,1,1
4,2022-11-28,8,1,0,2,5,1
86,2024-06-03,68,51,15,0,2,1
168,2023-05-01,40,2,0,16,22,1
75,2023-05-22,111,101,5,3,2,2
1102,2023-05-01,51,1,42,0,8,1
106,2023-05-01,3,1,0,0,2,1
1099,2023-05-08,25,23,2,0,0,1
89,2023-05-22,2,0,2,0,0,1
1241,2025-04-21,5,4,1,0,0,1
61,2025-04-14,5,0,0,0,5,1
53,2018-03-05,240,134,44,13,49,2
1071,2018-03-19,456,161,225,6,64,4
1096,2018-03-26,169,165,0,0,4,3
1055,2018-04-02,1,1,0,0,0,1
1071,2018-04-02,52,33,5,3,11,2
219,2018-04-16,41,0,41,0,0,1
964,2023-01-16,18,0,17,0,1,1
1075,2023-01-23,2,0,2,0,0,1
1102,2023-01-30,42,15,16,2,9,1
151,2023-02-06,15,0,5,0,10,1
44,2016-01-04,105,102,1,0,2,1
128,2023-04-24,84,73,8,1,2,2
1148,2023-05-01,28,28,0,0,0,1
4,2023-05-08,8,2,1,4,1,1
1102,2023-01-09,4,3,0,0,1,1
216,2023-05-22,261,261,0,0,0,2
1210,2024-08-19,73,57,3,0,13,1
130,2024-08-19,21,3,16,1,1,1
1012,2024-08-19,17,10,4,3,0,1
1149,2024-08-26,14,0,7,1,6,1
965,2024-08-26,207,180,3,17,7,2
1098,2024-09-09,143,142,1,0,0,2
128,2024-09-09,79,77,1,0,1,1
1081,2024-09-09,546,70,240,0,236,1
63,2023-07-31,321,317,2,0,2,1
2,2020-04-27,754,753,1,0,0,2
1149,2016-07-04,19,0,2,1,16,1
131,2016-07-18,207,179,1,24,3,1
2,2018-10-01,2,1,0,0,1,1
57,2017-06-26,109,104,5,0,0,1
93,2020-04-20,7,7,0,0,0,1
60,2020-04-06,192,171,6,1,14,4
1043,2023-04-24,1409,1403,1,0,5,3
151,2023-05-08,179,177,2,0,0,2
44,2016-01-11,167,157,6,0,4,1
1044,2017-12-04,129,47,68,2,12,1
1100,2018-01-08,1492,1076,197,119,100,1
219,2018-01-08,108,107,0,0,1,1
56,2018-01-08,134,134,0,0,0,1
958,2023-06-05,4,2,0,1,1,1
50,2023-06-12,181,176,0,3,2,3
1,2023-06-12,582,582,0,0,0,1
1076,2017-02-20,145,139,6,0,0,1
69,2017-03-06,51,34,15,0,2,2
1102,2016-07-04,170,7,0,32,131,1
42,2023-05-01,42,38,0,0,4,1
106,2017-03-20,22,0,17,1,4,1
92,2022-09-12,245,222,22,0,1,1
1100,2022-02-21,28,7,10,3,8,1
88,2022-02-28,46,45,0,0,1,1
208,2024-10-14,614,614,0,0,0,1
1042,2024-10-28,269,250,15,0,4,1
88,2024-11-04,202,192,0,0,10,2
1085,2021-10-25,2,2,0,0,0,1
1053,2017-01-30,8,6,0,2,0,1
57,2017-02-27,83,43,16,5,19,1
135,2020-07-20,53,30,10,2,11,1
1050,2018-11-12,122,122,0,0,0,1
57,2018-12-17,19,6,7,5,1,1
1031,2020-05-11,5,3,0,0,2,1
1080,2017-09-04,9,8,0,0,1,2
1090,2017-09-04,122,0,89,0,33,1
1093,2017-10-02,10,8,2,1,-1,1
57,2017-10-09,3,0,0,2,1,1
1054,2024-10-14,10,10,0,0,0,1
77,2022-08-15,233,75,6,153,-1,3
1224,2022-08-22,685,676,7,0,2,1
57,2022-09-05,7,5,0,2,0,1
944,2022-09-05,328,327,1,0,0,1
58,2022-09-12,12,2,10,0,0,2
964,2017-12-04,209,182,3,9,15,1
219,2017-12-11,756,0,0,0,756,1
1098,2017-12-11,941,871,39,5,26,5
1081,2017-12-25,350,193,64,18,75,1
2,2018-01-08,2,0,0,2,0,2
1090,2017-10-02,550,542,4,0,4,1
219,2017-12-18,31,0,0,28,3,1
1043,2018-01-01,50,0,22,0,28,1
2,2018-01-01,14,0,7,6,1,2
1073,2016-06-13,56,56,0,0,0,1
86,2020-10-19,25,25,0,0,0,1
1102,2020-05-11,9,0,0,0,9,1
4,2016-05-02,290,283,7,0,0,1
1053,2016-05-02,1,1,0,0,0,1
1053,2019-09-16,142,142,0,0,0,2
71,2021-06-14,48,3,2,11,32,2
1038,2021-06-21,6,0,0,2,4,1
964,2024-03-18,512,50,18,328,116,2
1003,2024-03-18,225,225,0,0,0,2
1050,2024-03-18,85,85,0,0,0,1
1004,2024-03-18,83,75,7,2,-1,2
93,2024-12-30,27,3,0,0,24,2
1041,2025-01-06,363,337,23,0,3,3
1075,2025-01-06,156,152,3,0,1,1
1443,2024-12-23,31,31,0,0,0,1
1098,2025-01-06,13,5,4,0,4,1
96,2025-08-25,15,15,0,0,0,1
53,2025-08-25,19,0,14,3,2,2
44,2015-10-19,18,17,0,0,1,1
57,2019-10-21,12,10,0,0,2,1
137,2019-10-28,3,3,0,0,0,1
1099,2019-11-11,41,32,0,0,9,1
1042,2019-03-18,18,0,18,0,0,1
1042,2019-03-25,22,0,22,0,0,1
1,2019-04-01,241,231,10,0,0,1
1059,2015-04-20,12,0,12,0,0,1
60,2024-10-21,78,74,2,1,1,1
965,2024-10-28,1,0,0,0,1,1
49,2021-03-15,221,221,0,0,0,1
1048,2021-03-15,72,5,43,20,4,1
86,2023-10-02,24,14,5,0,5,1
50,2016-05-09,620,618,2,0,0,1
87,2016-06-06,63,0,54,0,9,1
5,2016-06-06,22,3,6,8,5,1
1075,2016-06-13,96,69,27,0,0,3
1193,2016-06-13,29,1,13,8,7,1
5,2016-07-25,108,20,3,2,83,1
964,2016-08-08,68,0,46,20,2,1
1096,2023-08-21,150,150,0,0,0,2
285,2017-02-06,32,7,25,0,0,1
5,2017-02-27,1,0,0,0,1,1
44,2017-02-27,20,19,1,0,0,2
285,2024-10-21,126,1,104,1,20,1
1073,2017-07-10,238,236,2,0,0,1
58,2017-07-24,2,0,0,1,1,1
1149,2020-09-14,9,2,1,1,5,1
4,2020-09-21,24,5,12,2,5,1
75,2021-05-10,418,417,0,0,1,1
1102,2024-11-11,164,124,40,0,0,2
87,2021-05-03,21,9,12,0,0,1
949,2021-05-03,7,7,0,0,0,1
1149,2021-05-17,2,0,0,1,1,1
1147,2023-02-13,15,0,1,0,14,1
1043,2018-07-30,351,1,3,0,347,1
47,2018-08-13,48,37,4,0,7,1
50,2022-01-03,266,262,0,0,4,1
1003,2025-10-13,6,1,3,1,1,1
1149,2025-10-20,1,0,0,0,1,1
87,2025-10-27,16,16,0,0,0,1
91,2015-08-31,107,0,104,2,1,1
219,2020-02-03,277,244,26,6,1,4
89,2021-04-12,9,0,2,3,4,1
1220,2020-11-02,97,92,4,0,1,1
1312,2023-02-13,45,45,0,0,0,1
1077,2017-07-17,210,175,33,0,2,1
285,2017-07-17,51,2,5,44,0,1
1054,2018-10-01,7,3,0,7,-3,1
1065,2018-10-08,9,3,5,0,1,1
1096,2016-07-04,93,51,1,44,-3,1
44,2016-07-18,129,129,0,0,0,1
1102,2018-10-15,1,1,0,0,0,1
77,2025-09-22,7,0,0,5,2,1
1147,2025-09-29,286,137,25,28,96,1
1524,2025-09-29,223,0,0,0,223,1
1147,2025-10-06,788,774,13,0,1,1
151,2022-11-28,35,0,0,31,4,1
67,2022-11-28,43,26,10,3,4,3
59,2022-11-28,9,4,0,2,3,2
60,2018-04-23,433,423,10,0,0,1
86,2018-05-07,1058,966,91,0,1,2
50,2018-05-14,317,308,4,0,5,2
1144,2025-10-06,146,127,3,0,16,1
124,2024-06-03,26,26,0,4,-4,1
58,2024-06-10,23,23,0,0,0,1
69,2024-06-17,11,2,9,0,0,1
1188,2025-09-22,77,0,77,0,0,1
88,2025-09-22,210,198,10,2,0,4
1054,2025-09-29,115,115,0,0,0,1
42,2025-09-29,135,0,79,0,56,2
1004,2025-10-13,16,16,0,0,0,2
86,2024-11-04,1,1,0,0,0,1
90,2024-11-18,7,4,3,0,0,1
1004,2024-05-20,62,33,29,0,0,2
1,2018-05-14,63,23,0,33,7,1
4,2020-07-06,29,0,22,3,4,1
1043,2020-07-13,62,1,7,1,53,2
1070,2023-05-01,364,357,6,0,1,1
53,2019-05-20,140,113,15,3,9,2
81,2021-05-03,59,0,1,0,58,1
1154,2024-11-11,565,562,3,0,0,1
1105,2025-02-03,89,83,4,0,2,1
1053,2025-02-03,34,14,20,0,0,1
1188,2025-02-10,166,0,166,0,0,1
57,2016-10-03,28,19,7,1,1,1
110,2016-10-17,98,97,0,0,1,2
69,2016-11-14,121,89,2,0,30,1
1070,2020-11-30,14,11,2,0,1,1
965,2025-10-06,15,11,0,1,3,1
1583,2025-10-06,4,2,2,0,0,1
86,2017-06-26,22,17,0,0,5,4
135,2025-09-29,105,71,34,0,0,1
1102,2025-09-29,10,0,8,0,2,1
77,2025-10-13,3,0,0,1,2,1
50,2022-11-07,12,5,2,4,1,2
63,2022-11-14,518,459,37,4,18,1
1065,2022-11-21,7,0,2,0,5,1
77,2022-12-05,68,61,5,0,2,2
1053,2024-08-05,229,211,17,0,1,2
99,2023-01-30,34,8,23,0,3,1
1071,2023-02-06,131,22,108,0,1,1
81,2023-02-06,233,210,23,0,0,1
100,2023-02-06,56,32,2,0,22,1
1086,2018-06-25,848,847,0,0,1,2
1,2018-07-16,4,3,0,1,0,1
1060,2018-03-19,0,0,0,0,0,1
1059,2018-03-19,74,72,2,0,0,1
964,2018-03-19,26,0,6,13,7,1
1059,2018-04-02,163,143,17,0,3,3
1053,2018-04-02,90,86,0,2,2,2
66,2015-07-13,359,354,1,0,4,1
1054,2020-01-27,120,117,1,0,2,1
958,2022-08-08,80,69,6,0,5,2
1087,2016-07-18,276,256,17,0,3,2
1288,2025-03-31,54,54,0,0,0,1
1096,2022-02-14,1795,1790,5,0,0,1
1086,2017-07-24,13,7,0,6,0,1
1043,2017-04-24,14,8,4,0,2,1
1071,2024-08-12,77,69,2,0,6,1
1071,2017-05-01,52,12,2,6,32,1
1220,2019-05-27,82,82,0,0,0,1
53,2016-10-03,47,47,0,0,0,1
1149,2018-10-15,19,5,1,10,3,1
1079,2018-11-05,10,9,0,0,1,1
1038,2022-01-31,11,10,1,0,0,1
130,2022-01-31,11,0,0,5,6,1
93,2022-02-07,16,16,0,0,0,1
128,2022-02-14,33,33,0,0,0,1
124,2019-04-08,1,1,0,1,-1,1
1055,2019-04-08,95,95,0,0,0,1
1077,2019-04-08,121,120,1,0,0,1
1100,2019-04-22,3,1,0,2,0,1
1079,2020-02-24,93,87,1,0,5,2
1054,2020-02-24,255,195,10,0,50,1
1149,2020-02-24,2,0,0,0,2,1
50,2020-03-09,417,406,6,5,0,2
1065,2019-05-27,61,61,0,0,0,1
1070,2016-09-19,1,0,0,1,0,1
77,2024-08-19,47,0,47,0,0,1
1041,2024-08-26,0,0,0,0,0,1
1,2024-08-26,23,0,1,16,6,1
1053,2017-07-03,1,0,0,1,0,1
1043,2024-08-26,1157,1017,25,2,113,4
1085,2020-12-14,19,19,0,0,0,1
216,2020-12-28,682,0,0,463,219,1
61,2016-09-12,104,104,0,0,0,1
71,2022-02-07,140,120,20,0,0,1
1053,2016-10-10,62,62,0,0,0,1
1080,2016-10-10,136,120,5,0,11,1
1053,2016-10-17,92,83,2,0,7,1
50,2016-11-07,280,280,0,0,0,1
1080,2016-11-14,51,20,30,0,1,1
1045,2020-11-16,37,7,2,5,23,1
88,2021-01-04,856,690,0,0,166,3
960,2025-04-14,130,129,0,0,1,2
1290,2023-01-30,5,1,2,1,1,2
1025,2023-02-06,16,1,12,0,3,1
113,2023-02-06,43,38,5,0,0,1
48,2023-02-06,46,20,14,1,11,1
75,2019-05-27,13,6,3,3,1,1
4,2017-12-04,26,14,2,5,5,2
1095,2017-12-18,233,131,29,2,71,1
64,2017-07-03,407,406,0,0,1,1
1313,2024-08-26,7,0,3,0,4,1
1149,2024-09-02,2,2,0,1,-1,1
86,2024-08-12,26,2,24,0,0,1
61,2024-08-12,9,9,0,0,0,1
1042,2019-05-06,15,0,15,0,0,1
1042,2024-01-01,97,93,0,3,1,2
216,2024-01-08,8,3,4,0,1,1
57,2024-01-22,131,45,74,1,11,1
1003,2024-01-29,80,52,0,0,28,1
1482,2024-01-29,112,102,7,0,3,2
1012,2024-01-29,12,12,0,0,0,2
960,2024-08-05,175,145,13,0,17,1
86,2024-08-05,2,2,0,0,0,1
63,2024-08-05,5,3,2,0,0,1
1484,2024-12-02,11,0,1,6,4,2
50,2020-01-20,1,1,0,0,0,1
1065,2020-02-17,25,0,24,0,1,1
1312,2020-02-17,21,0,13,5,3,1
77,2020-03-16,19,16,0,1,2,1
135,2023-06-12,40,39,1,0,0,1
135,2023-06-19,130,126,4,0,0,1
958,2023-07-03,19,0,0,7,12,2
965,2023-07-03,135,114,14,0,7,1
1149,2019-04-29,13,1,8,0,4,1
69,2019-04-08,6,0,0,5,1,1
60,2023-07-31,2,0,2,0,0,1
1422,2025-09-22,38,38,0,0,0,2
4,2025-10-13,8,0,7,1,0,1
1115,2024-08-19,4,0,4,0,0,1
99,2024-09-02,55,53,0,0,2,1
1043,2024-09-09,256,254,0,0,2,2
68,2020-04-06,58,57,0,0,1,1
1065,2020-04-27,26,9,1,8,8,2
4,2025-01-13,23,6,10,4,3,2
1012,2025-01-20,9,9,0,0,0,1
151,2025-01-20,18,0,0,18,0,2
89,2019-05-13,266,246,18,0,2,1
1043,2020-09-28,136,0,54,3,79,1
1022,2020-09-28,89,82,0,0,7,1
119,2020-10-12,198,196,1,1,0,1
88,2020-10-12,1871,1210,1,0,660,2
57,2020-10-12,90,58,29,1,2,2
88,2020-10-19,323,217,2,2,102,2
88,2024-07-29,315,314,0,0,1,2
5,2024-08-05,2,2,0,0,0,1
87,2018-01-22,52,17,10,1,24,2
1081,2018-01-29,58,0,36,0,22,1
1149,2018-02-05,4,0,1,1,2,1
1059,2018-02-12,127,104,22,0,1,1
1057,2022-04-18,182,180,1,1,0,1
77,2022-04-18,57,57,0,0,0,1
1032,2019-11-25,21,1,13,0,7,1
124,2020-10-05,261,252,4,0,5,1
1057,2022-04-11,89,89,0,0,0,1
1052,2015-02-23,82,71,10,0,1,1
75,2023-07-17,229,228,1,0,0,1
1054,2019-11-25,12,10,2,0,0,1
42,2021-08-02,274,264,9,0,1,1
1482,2022-04-11,446,446,0,0,0,1
67,2022-04-11,49,37,11,0,1,1
57,2022-04-11,1,0,0,1,0,1
91,2015-05-25,96,10,55,9,22,1
91,2021-01-18,69,31,28,1,9,1
1312,2015-05-04,98,43,19,0,36,1
1090,2015-06-01,14,11,0,2,1,1
2,2023-07-10,137,129,1,6,1,3
958,2023-07-10,22,11,0,6,5,1
1041,2023-07-17,250,246,2,1,1,1
1149,2023-07-17,27,2,17,5,3,1
93,2021-06-14,8,8,0,0,0,1
1241,2021-06-14,52,0,52,0,0,1
1075,2023-07-17,74,74,0,0,0,1
89,2019-08-26,21,21,0,0,0,1
1220,2015-05-04,1,0,1,0,0,1
1090,2015-05-25,166,26,20,44,76,1
50,2025-09-15,12,9,3,0,0,2
1086,2019-11-18,4,4,0,0,0,1
108,2022-04-18,24,0,4,4,16,2
1041,2023-06-05,126,115,11,0,0,1
120,2023-04-17,66,66,0,0,0,1
1099,2023-04-17,78,75,2,0,1,1
93,2021-06-07,8,8,0,0,0,1
5,2021-06-14,1,0,0,1,0,1
111,2021-06-14,172,138,31,0,3,2
59,2021-01-18,160,127,28,0,5,1
128,2023-07-24,2,0,1,0,1,1
42,2023-04-24,142,142,0,0,0,1
1057,2021-11-08,1,1,0,0,0,1
128,2024-05-06,1,0,0,1,0,1
1149,2024-03-25,110,83,1,5,21,2
1057,2023-04-17,125,124,1,0,0,2
1065,2023-04-24,14,7,6,2,-1,1
89,2018-02-05,65,47,6,5,7,2
963,2022-04-04,6,2,2,0,2,3
1038,2022-04-11,19,19,0,0,0,2
1090,2016-08-22,29,24,0,0,5,1
1075,2018-02-05,46,46,0,0,0,1
1,2018-02-05,378,0,0,98,280,1
57,2015-02-23,9,8,0,1,0,1
1524,2025-09-08,476,473,2,0,1,1
1043,2019-08-26,112,1,55,0,56,1
1100,2021-01-25,17,0,13,0,4,1
1149,2019-06-10,50,0,23,2,25,1
47,2022-10-03,169,169,0,0,0,1
5,2022-10-10,29,27,2,0,0,1
1187,2022-10-10,39,39,0,0,0,2
964,2022-10-10,214,16,56,8,134,1
68,2022-10-10,9,0,0,9,0,2
42,2022-10-17,97,87,10,0,0,2
116,2022-04-18,79,73,2,12,-8,2
1090,2015-05-18,56,50,2,1,3,1
135,2025-09-08,2,2,0,0,0,1
2,2025-09-15,36,2,0,5,29,2
57,2021-05-24,433,427,1,1,4,3
46,2021-05-24,22,16,6,0,0,1
77,2021-05-24,45,42,3,0,0,1
1042,2021-05-31,175,175,0,0,0,3
87,2015-04-27,60,11,49,0,0,1
127,2022-03-28,3,3,0,0,0,1
130,2022-10-03,3,1,0,2,0,1
57,2022-10-10,220,201,19,0,0,4
2,2022-10-17,63,63,0,0,0,3
99,2022-10-17,31,20,0,0,11,1
5,2023-05-29,3,0,0,3,0,1
1148,2023-06-05,172,170,1,0,1,1
46,2022-10-03,631,626,5,0,0,1
70,2022-10-24,5,3,2,0,0,1
42,2022-10-24,344,340,3,0,1,2
1079,2021-03-15,284,279,5,0,0,3
964,2019-12-09,1640,19,560,61,1000,1
88,2019-12-16,119,65,43,6,5,1
1100,2022-12-12,3,0,0,3,0,1
1105,2021-05-31,1204,1128,40,1,35,1
90,2021-06-07,1,1,0,0,0,1
1036,2019-03-25,27,27,0,0,0,1
4,2019-03-25,14,2,11,1,0,1
61,2019-04-01,8,8,0,0,0,1
1055,2019-04-01,27,20,6,0,1,1
964,2025-08-11,158,0,157,1,0,1
1030,2019-12-09,2,1,0,0,1,1
1147,2025-05-19,56,12,7,26,11,1
1099,2021-05-31,244,229,14,0,1,1
111,2022-02-21,25,25,0,0,0,1
57,2022-02-21,86,39,25,0,22,1
1054,2022-02-28,490,486,0,0,4,1
135,2025-10-27,50,48,2,0,0,1
108,2025-11-10,14,13,1,0,0,1
963,2025-05-19,169,118,45,0,6,1
1093,2022-02-21,10,6,0,2,2,1
219,2023-01-02,18,13,0,3,2,1
1038,2023-01-09,1,0,0,0,1,1
1071,2025-05-05,4,3,0,0,1,1
960,2024-09-23,59,59,0,0,0,1
1038,2020-06-29,123,121,2,0,0,1
69,2020-07-20,40,13,27,0,0,1
88,2020-07-20,274,266,0,0,8,1
1069,2020-07-20,19,12,6,0,1,1
53,2024-10-14,52,0,48,1,3,2
67,2024-10-14,58,55,3,1,-1,1
208,2024-10-21,34,33,0,1,0,2
1042,2024-10-21,3,2,0,0,1,1
1145,2022-09-19,20,17,3,0,0,1
66,2018-11-12,51,43,7,0,1,1
949,2020-08-31,11,10,0,0,1,1
1105,2020-09-07,409,408,0,0,1,1
1073,2017-02-06,296,295,1,0,0,3
1077,2017-02-13,29,28,0,0,1,1
1085,2017-03-06,96,0,96,0,0,1
958,2022-06-20,422,419,0,0,3,2
965,2022-06-20,15,0,0,2,13,1
1,2022-07-11,289,257,21,3,8,4
61,2023-09-25,1,1,0,0,0,1
958,2023-10-02,1474,1471,2,0,1,2
135,2023-10-02,24,18,6,0,0,1
1284,2023-10-02,71,4,65,0,2,1
100,2021-03-08,328,328,0,0,0,1
61,2021-03-08,2,2,0,0,0,1
4,2021-03-15,10,1,3,2,4,1
1190,2021-03-22,57,57,0,0,0,1
1011,2023-08-07,339,337,1,0,1,1
88,2023-08-21,246,246,0,0,0,2
49,2023-09-04,129,97,7,0,25,1
1094,2017-01-30,15,6,9,0,0,1
69,2017-02-20,95,31,21,12,31,1
1,2023-10-02,31,31,0,0,0,1
80,2021-12-06,142,83,14,0,45,1
57,2021-12-13,170,146,14,0,10,1
1045,2021-12-13,1,1,0,0,0,1
81,2021-12-13,328,327,1,0,0,1
124,2025-08-04,4,0,3,0,1,1
51,2025-09-01,66,66,0,0,0,1
1102,2025-08-25,5,5,0,0,0,1
1105,2019-09-23,56,50,0,0,6,1
117,2022-08-22,652,637,7,16,-8,1
86,2022-08-22,237,0,1,191,45,2
168,2022-09-05,91,91,0,0,0,1
127,2025-08-18,1,1,0,0,0,1
1,2022-07-04,28,26,0,2,0,4
1043,2022-07-04,144,144,0,2,-2,3
1096,2022-07-11,21,11,6,2,2,1
50,2022-07-11,123,123,0,0,0,2
1148,2022-10-03,128,127,0,0,1,1
57,2015-01-05,19,13,4,2,0,1
44,2025-08-18,360,349,8,0,3,2
4,2025-09-01,101,64,27,0,10,1
70,2022-08-15,29,0,0,0,29,1
1196,2022-09-05,46,11,3,0,32,4
1022,2024-07-29,25,0,25,0,0,1
1193,2023-10-02,2,2,0,2,-2,1
50,2023-10-16,364,360,0,43,-39,4
66,2022-06-20,4,0,1,2,1,1
1096,2022-07-04,3,2,0,0,1,2
50,2015-01-19,5,1,0,5,-1,1
54,2022-03-28,7,3,0,0,4,1
67,2023-01-30,137,137,0,0,0,1
1619,2023-02-06,56,56,0,0,0,1
1069,2019-10-28,16,2,14,0,0,2
219,2019-11-11,26,26,0,0,0,2
99,2024-04-08,29,18,10,0,1,1
1,2024-04-15,91,89,0,0,2,1
1226,2024-04-15,1,0,0,1,0,1
