chapter_id,week,all_feats,buildings,highways,amenities,other,mappers
2,2017-02-20,288,199,41,3,45,5
1074,2017-02-20,698,690,5,0,3,3
53,2017-02-27,982,934,44,1,3,8
1132,2017-03-06,489,62,300,25,102,1
53,2017-03-06,679,663,9,10,-3,7
110,2017-03-06,7616,7574,34,0,8,27
91,2017-03-06,31,26,2,0,3,3
69,2017-03-13,61,53,6,0,2,1
110,2017-03-13,7985,7761,211,0,13,9
58,2017-03-13,1261,1256,5,0,0,1
1132,2017-03-13,436,34,269,8,125,1
1075,2017-03-20,2714,2707,2,0,5,11
1,2017-03-20,7742,7731,5,0,6,36
1096,2017-03-20,1575,1195,379,0,1,2
1074,2017-03-20,425,384,41,0,0,2
1081,2017-03-20,277,175,67,28,7,3
219,2017-03-20,2399,2395,4,0,0,8
1132,2022-06-20,603,277,167,36,123,2
44,2022-06-20,26438,25063,1337,1,37,8
4,2022-06-20,101947,100892,474,14,567,4
87,2022-06-20,25858,25707,147,0,4,4
1069,2022-06-20,14080,13607,465,0,8,1
93,2022-06-20,8383,8006,363,1,13,3
57,2022-06-20,524,501,20,3,0,3
110,2022-06-20,29606,29043,481,5,77,14
97,2022-06-20,7440,5663,1382,2,393,8
67,2022-06-20,151,130,20,0,1,4
1190,2022-06-20,1759,967,780,1,11,2
46,2022-06-20,1763,1497,261,0,5,1
88,2022-06-20,12502,9929,18,15,2540,5
1115,2022-06-20,183,164,18,0,1,2
46,2022-06-27,58,39,19,0,0,1
63,2022-06-27,3496,3402,75,1,18,2
61,2022-06-27,11,1,0,0,10,1
110,2022-06-27,11517,11252,223,13,29,13
44,2022-06-27,8594,8378,213,0,3,6
1132,2022-06-27,383,210,101,38,34,2
87,2022-06-27,18938,18854,62,0,22,2
86,2022-06-27,1513,1450,54,0,9,7
1057,2022-06-27,225,225,0,0,0,2
93,2022-06-27,9474,9307,161,0,6,2
71,2022-06-27,141,133,2,0,6,2
97,2022-06-27,191,163,28,0,0,2
44,2022-07-04,14436,13294,526,136,480,5
72,2022-07-04,4112,3825,273,1,13,2
87,2022-07-04,34600,34350,245,3,2,2
93,2022-07-04,25504,24762,720,2,20,2
63,2022-07-04,3064,2991,45,0,28,2
117,2022-07-04,1089,1085,2,0,2,2
1187,2022-07-04,178,174,0,0,4,1
1132,2022-07-04,638,307,212,55,64,2
46,2022-07-04,583,347,140,0,96,1
93,2022-07-11,28888,27744,1060,1,83,2
44,2022-07-11,25707,24348,1352,0,7,7
110,2022-07-11,12517,12466,18,5,28,10
46,2022-07-11,999,763,172,0,64,1
87,2022-07-11,36142,36098,44,1,-1,2
86,2022-07-11,2190,1827,359,1,3,6
1024,2022-07-18,1387,1381,6,0,0,1
89,2022-07-18,48,48,0,0,0,1
216,2022-07-18,833,832,0,1,0,3
128,2022-07-18,3,3,0,0,0,2
1098,2022-07-18,1848,1454,212,6,176,12
219,2022-07-18,31,28,0,0,3,1
42,2022-07-18,2416,1626,237,0,553,3
99,2022-07-18,40,40,0,0,0,1
3,2022-07-18,4639,4456,151,0,32,6
1284,2023-04-10,7341,7321,4,0,16,1
3,2023-04-10,1533,1272,97,10,154,10
1042,2023-04-10,127,118,7,0,2,2
1041,2023-04-10,1157,1108,48,0,1,2
90,2023-04-10,180,114,14,0,52,6
67,2023-04-17,4762,4707,55,0,0,2
44,2023-04-17,6222,5956,224,1,41,6
1132,2023-04-17,798,41,227,153,377,2
92,2023-04-17,63,0,63,0,0,1
93,2023-04-17,1375,1071,206,0,98,1
97,2023-04-17,3250,2060,20,542,628,3
123,2023-04-17,1589,1363,215,0,11,2
110,2023-04-17,5800,5588,167,13,32,4
63,2023-04-17,11869,10650,1090,11,118,2
151,2023-04-17,606,4,597,0,5,3
1098,2023-04-24,11130,9136,1351,46,597,10
1095,2023-04-24,458,40,4,174,240,3
216,2023-04-24,836,834,2,0,0,1
208,2023-04-24,2293,1713,522,19,39,11
63,2022-06-20,2325,2287,27,0,11,3
960,2022-06-20,480,479,1,0,0,1
86,2022-06-20,321,169,146,0,6,2
117,2022-06-20,206,202,1,0,3,2
72,2022-06-20,2456,1225,1191,0,40,2
1190,2022-06-27,225,0,223,0,2,1
72,2022-06-27,1954,898,1050,1,5,1
4,2022-06-27,16962,16412,148,4,398,4
88,2022-06-27,3250,2839,7,137,267,5
111,2022-06-27,45,0,38,0,7,2
1187,2022-06-27,45,43,2,0,0,1
57,2022-07-04,62,49,4,1,8,2
110,2022-07-04,19854,19675,152,1,26,9
86,2022-07-04,4651,4318,316,0,17,9
1069,2022-07-04,6025,5830,184,0,11,1
964,2022-07-04,658,11,505,49,93,2
88,2022-07-11,1442,1356,11,26,49,5
71,2022-07-11,42,34,0,0,8,1
72,2022-07-11,5947,5801,142,0,4,1
960,2022-07-11,7,7,0,0,0,1
67,2022-07-11,230,171,56,0,3,1
2,2022-07-18,33,15,11,1,6,4
1100,2022-07-18,71,64,0,2,5,1
1629,2025-04-21,1405,1143,256,1,5,1
110,2025-04-21,14691,14377,242,7,65,11
1071,2025-04-21,1102,1101,1,0,0,2
1004,2025-04-21,834,827,1,3,3,3
1057,2025-04-21,823,300,328,0,195,3
1068,2025-04-28,664,601,59,2,2,2
3,2025-04-28,3644,3578,47,10,9,6
1054,2025-04-28,7574,7512,28,3,31,5
1043,2025-04-28,17756,12477,420,4,4855,8
1524,2025-04-28,772,638,113,10,11,2
42,2025-04-28,2573,0,2065,4,504,5
66,2025-04-28,354,211,117,1,25,3
75,2025-04-28,34,34,0,0,0,1
3,2025-05-05,2710,2705,3,0,2,5
1043,2025-05-05,4133,2793,92,0,1248,9
1054,2025-05-05,4382,4032,334,0,16,6
1147,2025-05-05,88,77,2,0,9,1
1226,2025-05-05,2151,1720,429,0,2,1
1068,2025-05-05,1039,986,51,0,2,3
208,2025-05-05,1239,1191,35,6,7,2
93,2025-05-12,3812,3799,8,1,4,3
1132,2025-05-12,481,19,207,40,215,2
110,2025-05-12,15802,14809,941,4,48,13
77,2025-05-12,964,843,87,4,30,3
1059,2025-05-12,310,305,3,1,1,3
97,2025-05-12,807,288,81,2,436,5
63,2025-05-12,208,204,1,0,3,1
1210,2025-05-12,3,1,1,0,1,1
60,2025-05-12,2151,1858,275,0,18,1
964,2025-05-12,370,106,83,117,64,1
66,2024-07-01,2193,1428,623,11,131,3
3,2024-07-01,205,179,6,10,10,4
135,2024-07-01,348,265,76,0,7,1
1147,2024-07-01,1299,1271,24,0,4,1
965,2024-07-01,707,684,13,0,10,2
3,2024-07-08,1444,1418,17,0,9,3
1070,2024-07-08,502,448,47,0,7,1
1041,2024-07-08,97,95,1,0,1,1
135,2024-07-08,700,698,2,0,0,1
1095,2024-07-08,157,104,3,0,50,2
1102,2024-07-08,272,210,61,0,1,2
1098,2024-07-08,174,124,41,0,9,2
66,2024-07-08,350,328,17,0,5,5
1226,2024-07-15,143,3,121,0,19,1
2,2024-07-15,1069,954,108,2,5,4
42,2024-07-15,836,0,645,0,191,1
1102,2024-07-15,466,131,200,1,134,1
50,2024-07-15,104,68,1,12,23,2
1144,2023-04-10,616,480,29,15,92,5
50,2023-04-24,46,15,16,6,9,5
3,2024-07-15,1341,1325,7,5,4,4
1043,2024-07-15,259,110,11,2,136,10
1070,2024-07-15,1935,1868,55,1,11,1
135,2024-07-15,787,779,8,0,0,1
1068,2024-07-15,1333,1258,40,9,26,41
208,2024-07-15,2522,2476,45,0,1,3
1422,2024-07-22,284,141,20,26,97,3
1482,2024-07-22,11370,213,8640,3,2514,6
57,2024-07-22,269,214,41,8,6,1
1004,2024-07-22,212,178,23,0,11,2
1132,2024-07-22,983,181,481,47,274,4
1071,2024-07-22,871,488,5,1,377,1
44,2024-07-22,2084,2075,9,0,0,3
69,2024-07-22,11,2,4,1,4,1
110,2024-07-22,639,592,38,5,4,5
1132,2024-07-29,406,45,113,20,228,2
1482,2024-07-29,9332,301,6030,0,3001,8
285,2024-07-29,1095,6,761,8,320,1
1004,2024-07-29,541,511,26,1,3,3
110,2024-07-29,858,801,42,9,6,6
1071,2024-07-29,1609,1421,64,13,111,2
1188,2024-07-29,3254,1817,1417,4,16,4
51,2022-08-15,85,84,0,0,1,2
67,2022-08-15,4502,4295,109,1,97,6
1010,2022-08-29,43,22,7,0,14,1
1090,2022-08-29,452,419,11,3,19,1
97,2022-09-05,628,561,59,0,8,6
71,2022-09-05,2753,2732,13,0,8,1
1071,2022-09-05,83,66,1,0,16,1
86,2022-09-05,3931,3518,386,0,27,6
1004,2022-09-05,94,92,0,0,2,1
63,2022-09-05,1881,1753,9,0,119,2
1003,2022-09-12,52,0,49,0,3,1
67,2022-09-12,758,547,103,1,107,7
944,2022-09-12,102,57,45,0,0,1
42,2020-11-30,937,596,337,4,0,3
1098,2020-11-30,22189,21042,327,21,799,14
3,2020-11-30,17618,16902,84,2,630,3
50,2020-11-30,3030,2994,16,33,-13,6
1098,2020-12-07,25037,24371,199,103,364,11
1096,2020-12-07,245,233,12,0,0,1
1,2020-12-07,7787,7785,1,0,1,4
219,2020-12-07,2439,2321,81,34,3,4
216,2020-12-07,628,596,31,0,1,1
3,2020-12-07,15316,14698,359,2,257,3
42,2020-12-07,378,230,145,0,3,4
89,2020-12-07,337,337,0,5,-5,3
94,2020-12-07,595,578,12,0,5,4
49,2020-12-07,325,299,25,0,1,1
2,2020-12-07,311,302,5,1,3,3
50,2020-12-07,203,70,112,39,-18,4
1042,2020-12-07,3987,3953,12,3,19,2
3,2020-12-14,14805,13756,681,2,366,3
1098,2020-12-14,12771,11586,357,80,748,9
219,2020-12-14,752,669,27,41,15,2
1096,2016-02-15,17916,17813,18,0,85,2
2,2016-02-15,191,80,106,4,1,5
1132,2016-02-22,463,2,391,17,53,1
2,2016-02-29,4970,4733,205,0,32,6
1096,2016-02-29,10074,10062,11,0,1,2
219,2016-02-29,862,5,0,848,9,9
1081,2016-02-29,1083,487,460,23,113,9
1081,2016-03-07,1670,1049,385,0,236,17
1096,2016-03-07,5811,5807,7,0,-3,2
2,2016-03-07,1739,1477,217,16,29,5
2,2016-03-14,611,364,167,9,71,5
1096,2016-03-14,5232,5232,0,0,0,2
1096,2016-03-21,7349,7349,0,0,0,2
1149,2020-12-07,28,5,6,5,12,1
99,2020-12-07,36,16,16,4,0,1
49,2020-12-14,97,96,1,0,0,1
1042,2020-12-14,2189,2182,1,1,5,2
1149,2020-12-14,86,41,15,1,29,1
89,2020-12-14,353,332,1,6,14,3
75,2016-11-28,130,94,19,0,17,5
1081,2016-11-28,2691,2052,595,8,36,13
1081,2016-12-05,3235,2615,564,0,56,14
1096,2016-12-05,5722,5602,103,11,6,2
75,2016-12-05,55,40,2,0,13,2
1098,2016-12-05,573,482,39,8,44,2
5,2016-12-12,2240,2184,13,5,38,2
110,2016-12-12,1294,232,1059,0,3,16
91,2016-12-12,208,8,160,1,39,1
1132,2016-12-12,523,81,341,23,78,1
53,2016-12-12,1267,1093,32,1,141,14
5,2016-12-19,1564,1537,19,0,8,2
964,2016-12-19,154,9,19,55,71,1
110,2016-12-19,1752,1158,469,0,125,6
1098,2016-12-26,163,45,86,6,26,2
1081,2016-12-26,1837,934,805,41,57,1
1312,2020-12-07,29,27,2,0,0,1
1098,2016-11-28,920,682,56,131,51,2
90,2016-12-05,375,142,225,0,8,1
1132,2016-12-19,658,32,483,27,116,1
1100,2016-12-26,12,0,0,5,7,1
1042,2016-12-26,0,0,0,0,0,1
110,2017-01-02,4893,3040,1776,0,77,9
1087,2016-02-22,1732,490,642,456,144,8
1098,2016-02-29,49,4,3,11,31,2
75,2016-03-07,34,0,0,34,0,1
106,2016-03-07,4,1,2,1,0,1
1149,2016-03-14,7,0,5,0,2,1
2,2016-03-21,1114,871,229,3,11,7
1070,2025-11-10,1337,1147,3,0,187,1
1095,2025-11-10,1685,1657,18,2,8,1
128,2025-11-10,320,320,0,0,0,1
1102,2025-11-10,62,62,0,0,0,2
66,2025-11-10,13,4,4,0,5,1
75,2025-11-10,2275,2242,19,0,14,2
3,2025-11-10,666,641,7,7,11,4
1043,2025-11-17,6101,5733,317,2,49,10
1068,2025-11-17,6580,6538,19,2,21,2
1018,2025-11-17,10,0,10,0,0,1
1,2025-11-17,1285,1281,4,0,0,1
1098,2025-11-17,3547,3259,170,2,116,3
958,2025-11-17,993,971,15,1,6,1
75,2025-11-17,4466,4433,28,0,5,2
3,2025-11-17,518,378,137,0,3,2
1070,2025-11-17,786,730,42,0,14,1
128,2025-11-17,642,639,2,0,1,1
1226,2025-11-17,203,128,19,23,33,2
111,2021-05-03,92,61,16,0,15,2
110,2021-05-03,4688,4566,105,2,15,5
58,2021-05-03,257,64,177,0,16,2
91,2021-05-03,623,196,21,38,368,3
1132,2021-05-03,562,366,142,16,38,3
50,2021-05-10,2318,2255,20,4,39,2
1098,2021-05-10,37333,36270,639,42,382,12
1,2021-05-10,561,456,53,35,17,2
1100,2021-05-10,511,490,3,7,11,1
3,2021-05-10,7412,6413,610,3,386,8
3,2021-05-17,21389,20134,739,1,515,8
1098,2021-05-17,49793,48177,755,31,830,13
2,2017-08-07,550,386,135,14,15,2
1098,2017-08-07,8439,7918,219,248,54,5
1075,2017-08-07,12076,12069,7,0,0,4
1,2017-08-07,19304,19260,42,1,1,7
1063,2017-08-07,54,23,27,0,4,1
1,2017-08-14,3263,3070,166,0,27,9
1098,2017-08-14,10144,9512,242,233,157,8
1063,2017-08-14,101,99,0,0,2,1
1096,2017-08-14,1570,1508,57,0,5,3
2,2017-08-14,479,455,10,0,14,4
72,2017-08-21,1620,822,659,28,111,5
5,2017-08-21,72931,68852,1491,4,2584,4
4,2017-08-21,27277,25286,527,2,1462,4
110,2017-08-21,1119,1109,6,0,4,3
1099,2017-08-21,489,464,18,6,1,1
86,2017-08-21,5064,4992,26,2,44,10
44,2017-08-21,632,621,4,2,5,3
58,2017-08-21,158,156,1,0,1,1
1090,2017-08-21,7101,6302,146,2,651,1
1132,2017-08-21,255,23,154,8,70,1
5,2017-08-28,46048,44625,1004,2,417,4
1099,2017-08-28,1450,1219,184,46,1,1
4,2017-08-28,6212,5902,136,0,174,2
1071,2017-08-28,1512,1406,69,0,37,7
53,2017-08-28,159,99,38,9,13,2
44,2017-08-28,317,300,4,0,13,2
2,2020-12-14,323,308,7,0,8,2
1,2020-12-14,5624,5483,141,0,0,3
1,2016-12-05,91,83,3,0,5,2
58,2016-12-12,841,468,368,0,5,1
964,2016-12-12,107,4,50,23,30,1
1041,2023-10-30,2591,2479,65,0,47,9
208,2023-10-30,3755,3644,21,1,89,3
1054,2023-10-30,208,187,7,0,14,9
1042,2023-10-30,1613,1563,45,0,5,3
1098,2023-10-30,657,452,163,0,42,11
1102,2023-10-30,1243,633,557,47,6,2
3,2023-11-06,6813,6073,549,43,148,9
1102,2023-11-06,478,54,366,28,30,2
50,2023-11-06,1727,1649,50,8,20,13
1094,2023-11-06,7,1,6,0,0,1
965,2023-11-06,290,283,0,3,4,1
1098,2023-11-06,746,206,361,1,178,8
90,2023-11-06,142,130,6,0,6,4
2,2023-11-06,569,58,506,2,3,4
1022,2023-11-06,492,428,58,0,6,1
1288,2023-11-06,265,217,8,1,39,13
3,2023-11-13,8858,7384,532,157,785,7
1288,2023-11-13,5800,5770,8,1,21,11
1042,2023-11-13,292,264,26,0,2,1
1063,2023-11-13,1,0,1,0,0,1
1043,2023-11-13,251,165,2,0,84,3
1102,2023-11-13,764,360,356,19,29,2
1147,2023-11-13,98,2,7,10,79,2
1482,2024-06-17,6652,80,5297,3,1272,7
110,2024-06-17,2880,2734,71,35,40,28
44,2024-06-17,46770,45129,1383,12,246,7
1135,2024-06-17,171,164,7,0,0,1
60,2024-06-17,558,522,8,2,26,2
4,2024-06-17,5175,4349,300,198,328,7
1210,2024-06-17,1201,907,106,1,187,1
67,2024-06-17,5021,3700,292,858,171,8
1042,2024-06-24,726,725,1,0,0,1
1054,2024-06-24,3929,3284,21,14,610,12
1070,2024-06-24,685,635,25,0,25,1
3,2024-06-24,965,679,28,2,256,7
50,2024-06-24,4403,4270,15,70,48,10
75,2024-06-24,5887,3079,2697,0,111,2
1147,2024-06-24,283,281,2,0,0,1
128,2024-06-24,320,203,110,0,7,4
66,2024-06-24,4676,4237,318,20,101,4
965,2024-06-24,254,249,0,3,2,1
42,2024-06-24,2373,0,2066,0,307,2
1154,2024-06-24,552,552,0,0,0,1
1154,2024-07-01,188,188,0,0,0,1
1288,2024-07-01,241,226,5,0,10,2
208,2024-07-01,5489,5278,128,3,80,3
1458,2024-07-01,132,109,22,1,0,2
90,2024-03-25,369,368,0,0,1,1
2,2024-03-25,1487,1241,226,0,20,6
1063,2024-03-25,641,583,54,1,3,2
49,2024-03-25,78,62,7,1,8,2
219,2024-03-25,810,773,22,0,15,3
50,2019-08-26,15297,15050,220,6,21,4
50,2019-09-02,20728,20484,190,17,37,7
1073,2019-09-02,1416,394,775,5,242,2
958,2021-11-01,7011,6629,371,0,11,2
1043,2021-11-01,928,921,1,0,6,1
1,2021-11-01,1637,1354,135,1,147,3
1042,2021-11-01,2690,1854,633,7,196,2
3,2021-11-01,6293,5722,270,6,295,6
117,2021-11-08,17,17,0,0,0,1
110,2021-11-08,1907,1740,19,4,144,3
1132,2021-11-08,398,323,38,19,18,2
1093,2021-11-08,34,0,34,0,0,1
53,2021-11-08,252,60,64,0,128,3
81,2021-11-08,3775,2934,778,0,63,1
1105,2021-11-08,2506,1971,425,17,93,2
67,2021-11-08,2627,2585,22,8,12,7
72,2021-11-08,801,681,86,2,32,3
44,2021-11-08,1761,1755,2,1,3,5
48,2021-11-08,109,99,8,0,2,1
91,2021-11-08,175,78,34,31,32,2
53,2021-11-15,252,43,115,18,76,6
57,2021-11-15,332,143,115,0,74,2
208,2021-12-27,7,1,1,1,4,1
121,2021-12-27,1,0,0,0,1,1
2,2016-12-05,486,449,28,1,8,3
1053,2016-02-22,61,28,2,0,31,1
1081,2016-03-14,1349,786,283,17,263,6
1098,2016-03-21,45,6,11,5,23,2
50,2016-03-21,110,31,2,0,77,1
97,2023-09-04,5945,5761,171,3,10,6
44,2023-09-04,12324,12227,63,3,31,8
1071,2023-09-04,419,331,43,0,45,3
91,2023-09-04,270,233,17,10,10,1
71,2023-09-04,7518,7515,2,0,1,1
1132,2023-09-04,333,15,113,60,145,2
1057,2023-09-04,9956,9846,70,1,39,4
951,2023-09-04,209,205,0,0,4,1
63,2023-09-04,430,419,7,0,4,1
46,2023-09-04,6170,6019,114,0,37,2
77,2023-09-04,726,617,58,21,30,2
47,2023-09-04,597,594,1,0,2,1
86,2023-09-04,7996,7971,7,0,18,3
53,2023-09-04,24,0,3,13,8,3
1105,2023-09-04,1907,1739,149,1,18,1
151,2023-09-04,373,356,12,0,5,2
1098,2023-09-11,19029,18743,149,4,133,9
75,2023-09-11,6853,6817,21,1,14,5
43,2023-09-11,84,78,6,0,0,1
90,2023-09-11,161,156,4,0,1,1
50,2023-09-11,1890,1641,198,4,47,7
958,2023-09-11,6486,6414,27,3,42,2
3,2023-09-11,7722,7007,96,344,275,8
208,2023-09-11,6061,5885,176,0,0,2
1018,2023-09-11,534,201,306,12,15,10
1054,2023-09-11,271,248,18,0,5,3
219,2023-09-11,105,95,10,0,0,6
1288,2023-09-11,1196,837,130,18,211,34
42,2023-09-11,121,16,98,4,3,2
1041,2023-09-11,870,852,10,0,8,8
1022,2023-09-11,209,56,18,0,135,1
1,2023-09-11,953,941,10,3,-1,2
1099,2023-09-18,2247,2159,51,0,37,1
71,2023-09-18,4616,4596,14,0,6,1
964,2023-09-18,334,9,119,28,178,2
1057,2023-09-18,15821,15469,71,1,280,7
44,2023-09-18,9680,9632,44,0,4,4
53,2023-09-18,482,21,423,21,17,3
4,2023-09-18,14,0,0,6,8,2
93,2023-09-18,4677,4382,142,1,152,2
1132,2023-09-18,352,12,170,120,50,2
1029,2023-09-04,165,162,0,0,3,2
88,2023-09-04,768,763,0,1,4,2
92,2023-09-04,1155,1126,17,1,11,1
1046,2023-09-11,1,1,0,0,0,1
1065,2023-09-11,6,4,2,0,0,1
1068,2023-09-11,264,262,1,0,1,2
1149,2023-09-11,41,3,25,2,11,2
1071,2023-09-18,145,102,10,0,33,1
86,2023-09-18,2040,2021,8,0,11,2
110,2023-09-18,3360,3149,184,8,19,4
1073,2017-08-07,4068,4015,53,0,0,1
1095,2017-08-07,818,690,6,2,120,11
1096,2017-08-07,3448,3369,74,0,5,2
1075,2017-08-14,1390,1389,1,0,0,2
1095,2017-08-14,296,193,53,8,42,4
1073,2017-08-14,352,348,4,0,0,1
50,2016-03-14,49,25,0,0,24,1
1288,2023-10-30,249,244,2,1,2,4
50,2023-10-30,917,860,33,12,12,19
1147,2023-11-06,8,2,4,1,1,1
1,2019-09-02,1405,264,20,724,397,2
57,2021-12-20,86,24,35,11,16,1
98,2021-12-27,316,301,14,0,1,1
91,2017-01-02,802,79,642,24,57,1
97,2023-09-18,874,748,106,1,19,5
1071,2017-08-21,2452,2232,170,0,50,6
964,2017-08-21,390,64,20,48,258,1
69,2017-08-21,95,92,1,0,2,2
72,2017-08-28,430,271,115,6,38,4
91,2017-08-28,92,19,11,36,26,1
1188,2024-06-17,9550,7311,2152,59,28,4
53,2024-06-17,160,5,81,34,40,4
285,2024-06-17,701,0,642,0,59,1
71,2024-06-17,1783,1745,38,0,0,1
964,2024-06-17,2995,409,1878,57,651,2
97,2024-06-17,310,308,2,0,0,6
1095,2024-06-24,169,168,1,0,0,2
1288,2024-06-24,93,92,1,0,0,3
99,2024-06-24,43,27,8,0,8,1
49,2024-06-24,2536,2233,196,38,69,3
1098,2024-06-24,5241,4758,110,75,298,4
1458,2024-06-24,139,134,4,0,1,1
208,2024-06-24,5043,4961,49,1,32,2
1095,2024-07-01,110,104,6,0,0,2
2,2024-07-01,466,365,96,0,5,2
1070,2024-07-01,650,633,17,0,0,1
46,2024-06-17,1142,1086,53,0,3,1
93,2024-06-17,358,284,30,0,44,3
77,2024-06-17,469,343,119,1,6,4
1004,2024-06-17,991,926,56,0,9,1
2,2024-06-24,115,76,34,1,4,1
135,2024-06-24,370,253,96,0,21,1
50,2024-07-01,245,225,1,16,3,4
1022,2023-10-30,475,399,67,1,8,1
2,2023-10-30,259,192,63,0,4,4
1065,2023-10-30,28,24,4,0,0,1
257,2023-11-06,408,369,18,0,21,9
128,2023-11-06,540,519,14,3,4,3
1041,2023-11-06,9,9,0,0,0,3
94,2023-11-06,6,5,0,1,0,1
1042,2023-11-06,2307,1785,134,0,388,2
1290,2023-11-06,19,0,1,4,14,1
42,2023-11-13,389,356,3,0,30,3
208,2023-11-13,370,309,57,4,0,1
1290,2023-11-13,27,27,0,0,0,1
1071,2024-06-17,1397,841,5,0,551,1
1190,2024-06-17,4,0,0,4,0,1
1,2024-06-24,1,0,0,1,0,1
1149,2024-07-01,3,0,0,3,0,1
1226,2024-07-01,16,1,10,5,0,1
1054,2024-07-01,554,533,8,0,13,4
128,2024-07-01,176,154,8,19,-5,3
3,2021-12-13,3324,3057,179,0,88,6
44,2021-12-20,723,657,66,0,0,3
1102,2021-12-27,144,0,140,0,4,1
42,2021-12-27,215,215,0,0,0,1
1149,2016-12-05,42,0,9,12,21,1
57,2016-12-12,50,45,4,0,1,1
44,2016-12-12,41,29,12,0,0,1
53,2016-12-19,977,837,45,5,90,6
91,2016-12-19,710,6,684,5,15,1
1080,2016-12-19,43,0,39,0,4,1
108,2024-06-17,179,105,73,0,1,1
1132,2024-06-17,929,36,321,184,388,2
1053,2024-06-17,605,310,98,1,196,1
1041,2024-06-24,77,75,0,1,1,1
93,2023-09-04,1275,1169,45,0,61,2
964,2023-09-04,327,15,151,12,149,3
4,2023-09-04,820,674,55,30,61,3
110,2023-09-04,2005,1930,39,1,35,5
67,2023-09-04,610,528,21,5,56,8
1075,2023-09-11,128,127,1,1,-1,1
1147,2023-09-11,158,134,15,1,8,2
87,2023-09-18,7293,7293,0,0,0,1
1149,2020-11-30,22,6,6,8,2,1
964,2017-01-02,446,269,18,74,85,1
58,2016-12-19,425,111,295,0,19,1
1068,2024-09-23,290,275,14,0,1,4
1043,2024-09-23,275,110,2,0,163,3
1070,2024-09-23,696,29,1,0,666,1
135,2024-09-23,203,197,6,0,0,1
90,2024-09-23,132,132,0,0,0,2
1458,2024-09-23,2580,2571,9,5,-5,3
1075,2024-09-23,1012,1011,1,0,0,3
128,2024-09-30,76,59,2,15,0,1
965,2024-09-30,12,0,12,0,0,1
1081,2024-09-30,284,0,255,0,29,1
1147,2024-09-30,750,720,22,0,8,1
3,2024-09-30,557,543,2,12,0,4
1070,2024-09-30,696,0,2,0,694,1
75,2024-09-30,2548,2546,2,0,0,2
42,2024-09-30,1239,0,953,0,286,1
1100,2024-10-07,2,0,0,2,0,1
1284,2024-10-07,970,944,11,0,15,1
3,2024-10-07,234,225,0,8,1,4
1063,2024-10-07,185,185,0,0,0,1
42,2024-10-07,60,2,45,0,13,2
1458,2024-10-07,208,202,6,0,0,1
1099,2016-02-22,19,12,0,8,-1,1
1090,2016-02-22,66,60,6,0,0,1
1075,2016-03-14,22,4,0,7,11,1
89,2020-11-30,63,62,1,0,0,3
42,2020-12-14,354,353,0,0,1,2
1193,2017-08-07,12,9,0,4,-1,1
91,2017-08-21,466,3,320,6,137,1
53,2017-08-21,56,37,8,8,3,2
1484,2017-08-28,657,432,87,8,130,1
61,2017-08-28,75,75,0,0,0,1
86,2021-07-05,870,758,112,0,0,2
97,2021-07-05,24,23,1,0,0,1
1132,2021-07-05,578,147,91,302,38,3
110,2021-07-05,4602,4540,44,1,17,6
57,2021-07-05,163,101,22,4,36,3
128,2021-07-12,9,9,0,0,0,1
1098,2021-07-12,6396,156,5816,4,420,10
3,2021-07-12,10553,6620,3709,2,222,6
1042,2021-07-12,1379,1341,13,7,18,4
216,2021-07-12,206,205,1,0,0,2
219,2021-07-12,2098,1699,158,5,236,3
1098,2021-07-19,5557,129,5002,4,422,10
219,2021-07-19,2264,2166,39,5,54,3
3,2021-07-19,5747,1805,3607,6,329,7
99,2021-07-19,37,26,7,2,2,1
216,2021-07-19,2456,2423,54,0,-21,3
1048,2021-07-19,750,731,7,2,10,1
1102,2021-07-19,403,292,85,0,26,5
958,2021-07-19,3420,3367,50,0,3,2
1065,2021-07-19,78,1,50,5,22,1
110,2021-07-26,1995,1836,122,15,22,11
1132,2021-07-26,504,199,126,149,30,2
1105,2021-07-26,1061,1001,35,0,25,1
44,2021-07-26,846,817,25,0,4,6
91,2021-07-26,167,76,34,22,35,1
86,2021-07-26,1984,1957,27,0,0,5
72,2021-07-26,509,365,53,28,63,3
46,2021-07-26,3585,3584,0,0,1,1
89,2018-07-23,745,596,69,4,76,5
219,2018-07-30,3503,2522,874,72,35,2
1098,2018-07-30,1832,1308,300,16,208,3
1022,2018-08-06,496,492,2,0,2,1
1,2018-08-06,1538,664,804,45,25,4
66,2018-08-06,89,70,17,0,2,1
1081,2018-08-06,21926,0,130,2,21794,2
5,2018-08-13,35021,31632,1297,12,2080,11
110,2018-08-13,2105,1246,830,3,26,5
91,2018-08-13,775,607,41,50,77,2
4,2018-08-13,13562,12903,607,0,52,3
1086,2018-08-13,2201,1442,464,0,295,2
60,2018-08-13,175,114,61,0,0,1
1190,2018-08-13,3587,3546,29,2,10,2
87,2018-08-13,1037,942,83,1,11,5
1132,2018-08-13,1292,543,562,32,155,2
3,2025-05-26,1577,1571,2,3,1,6
1147,2025-05-26,1150,1140,9,0,1,1
3,2025-06-02,1080,1067,0,11,2,5
66,2025-06-02,2036,1900,130,0,6,1
42,2025-06-02,3250,1,2291,1,957,5
1070,2025-06-02,323,295,3,24,1,1
1068,2025-06-02,7044,6883,146,4,11,10
1081,2025-06-02,101,1,37,0,63,1
1043,2025-06-02,3328,3133,78,1,116,5
